treatment_id,ae_term,ae_group,treated,observed,percent,observed_severe,percent_severe
ct102,Insomnia,General,17,2,11.7647,0,0.0
ct102,Musculoskeletal disorser,Musculoskeletal,17,2,11.7647,0,0.0
ct102,Nausea And Vomiting,Gastrointestinal,17,2,11.7647,0,0.0
ct102,Upper Respiratory Tract Infection or symptoms,Respiratory,17,2,11.7647,0,0.0
ct102,flatulence,Gastrointestinal,17,3,17.6471,0,0.0
custirsen-ogx-011,Abdominal Abscess,Gastrointestinal,1092,3,0.2747,1,0.0916
custirsen-ogx-011,Abnormal vision,Ocular,1092,9,0.8242,0,0.0
custirsen-ogx-011,Acidosis,Metabolic,1092,3,0.2747,1,0.0916
custirsen-ogx-011,Alopecia,Mucocutaneous,1092,226,20.696,0,0.0
custirsen-ogx-011,Anaphylaxis,Inflammatory,1092,7,0.641,1,0.0916
custirsen-ogx-011,Anemia,Hematologic,1092,422,38.6447,36,3.2967
custirsen-ogx-011,Angina Pectoris,Cardiovascular,1092,15,1.3736,0,0.0
custirsen-ogx-011,Anorexia,General,1092,327,29.9451,0,0.0
custirsen-ogx-011,Anxiety,Psychiatric,1092,32,2.9304,0,0.0
custirsen-ogx-011,Aphonia,Neurologic,1092,2,0.1832,0,0.0
custirsen-ogx-011,Arrhythmias,Cardiovascular,1092,2,0.1832,0,0.0
custirsen-ogx-011,Ataxia,Neurologic,1092,2,0.1832,2,0.1832
custirsen-ogx-011,Atrial fibrilation/flutter,Cardiovascular,1092,32,2.9304,1,0.0916
custirsen-ogx-011,Back Pain,Musculoskeletal,1092,60,5.4945,0,0.0
custirsen-ogx-011,Bladder cancer,Other,1092,1,0.0916,1,0.0916
custirsen-ogx-011,Blister,Mucocutaneous,1092,3,0.2747,0,0.0
custirsen-ogx-011,Bradycardia,Cardiovascular,1092,3,0.2747,0,0.0
custirsen-ogx-011,Bruise,Other,1092,1,0.0916,0,0.0
custirsen-ogx-011,CRP increase,Inflammatory,1092,2,0.1832,0,0.0
custirsen-ogx-011,Capillary Leak syndrome,General,1092,2,0.1832,0,0.0
custirsen-ogx-011,Cardiac Arrest,Cardiovascular,1092,2,0.1832,2,0.1832
custirsen-ogx-011,Cataract,Ocular,1092,1,0.0916,0,0.0
custirsen-ogx-011,Catheter Thrombosis,Procedure related,1092,1,0.0916,0,0.0
custirsen-ogx-011,Cauda Equina syndrome,Neurologic,1092,1,0.0916,0,0.0
custirsen-ogx-011,Cellulitis,Infection,1092,7,0.641,0,0.0
custirsen-ogx-011,Cerebrovascular Accident,Neurologic,1092,1,0.0916,1,0.0916
custirsen-ogx-011,Chills,General,1092,137,12.5458,0,0.0
custirsen-ogx-011,Cholecystitis,Gastrointestinal,1092,1,0.0916,0,0.0
custirsen-ogx-011,Clostridium Difficile Colitis,Gastrointestinal,1092,2,0.1832,2,0.1832
custirsen-ogx-011,Coagulation abnormalities,Hematologic,1092,22,2.0147,0,0.0
custirsen-ogx-011,Colon Cancer,Other,1092,1,0.0916,1,0.0916
custirsen-ogx-011,Confusion,Neurologic,1092,19,1.7399,0,0.0
custirsen-ogx-011,Constipation,Gastrointestinal,1092,91,8.3333,0,0.0
custirsen-ogx-011,Coronary Artery Disease,Cardiovascular,1092,1,0.0916,1,0.0916
custirsen-ogx-011,Cytopenia,Hematologic,1092,3,0.2747,3,0.2747
custirsen-ogx-011,Deep Vein Thrombosis,Cardiovascular,1092,6,0.5495,1,0.0916
custirsen-ogx-011,Dehydration,Other,1092,77,7.0513,3,0.2747
custirsen-ogx-011,Depression,Psychiatric,1092,34,3.1136,0,0.0
custirsen-ogx-011,Device occlusion,Procedure related,1092,1,0.0916,0,0.0
custirsen-ogx-011,Diabetes mellitus,Metabolic,1092,38,3.4799,0,0.0
custirsen-ogx-011,Diarrhoea,Gastrointestinal,1092,469,42.9487,3,0.2747
custirsen-ogx-011,Disseminated Intravascular Coagulation,General,1092,3,0.2747,3,0.2747
custirsen-ogx-011,Dizziness,Neurologic,1092,132,12.0879,0,0.0
custirsen-ogx-011,Dysgeusia,Other,1092,210,19.2308,0,0.0
custirsen-ogx-011,Dysphagia,Neurologic,1092,6,0.5495,0,0.0
custirsen-ogx-011,Edema,General,1092,192,17.5824,1,0.0916
custirsen-ogx-011,Embolism,Cardiovascular,1092,2,0.1832,2,0.1832
custirsen-ogx-011,Encephalopathy,Neurologic,1092,1,0.0916,1,0.0916
custirsen-ogx-011,Endocarditis,Cardiovascular,1092,1,0.0916,0,0.0
custirsen-ogx-011,Enterocolitis,Gastrointestinal,1092,2,0.1832,0,0.0
custirsen-ogx-011,Epiduritis,Neurologic,1092,4,0.3663,0,0.0
custirsen-ogx-011,Epistaxis,Hematologic,1092,51,4.6703,0,0.0
custirsen-ogx-011,Exophthalmos,Ocular,1092,1,0.0916,0,0.0
custirsen-ogx-011,Fall,Neurologic,1092,28,2.5641,0,0.0
custirsen-ogx-011,Fat Embolism,Cardiovascular,1092,1,0.0916,1,0.0916
custirsen-ogx-011,Fatigue,General,1092,510,46.7033,1,0.0916
custirsen-ogx-011,Fever,General,1092,337,30.8608,0,0.0
custirsen-ogx-011,Flu-like,General,1092,59,5.4029,0,0.0
custirsen-ogx-011,Folliculitis,Mucocutaneous,1092,3,0.2747,0,0.0
custirsen-ogx-011,Fracture,Musculoskeletal,1092,13,1.1905,2,0.1832
custirsen-ogx-011,GI Bleeding,Gastrointestinal,1092,24,2.1978,4,0.3663
custirsen-ogx-011,GI Obstruction,Gastrointestinal,1092,1,0.0916,1,0.0916
custirsen-ogx-011,GI candidiasis,Gastrointestinal,1092,22,2.0147,0,0.0
custirsen-ogx-011,GI symptoms,Gastrointestinal,1092,210,19.2308,0,0.0
custirsen-ogx-011,Gastroenteritis,Gastrointestinal,1092,4,0.3663,0,0.0
custirsen-ogx-011,Gastroesophageal Reflux Disease,Gastrointestinal,1092,2,0.1832,0,0.0
custirsen-ogx-011,General physical health deterioration,Other,1092,14,1.2821,2,0.1832
custirsen-ogx-011,Genitourinary symptoms,Genitourinary,1092,5,0.4579,0,0.0
custirsen-ogx-011,Glomerulonephritis,Renal,1092,1,0.0916,0,0.0
custirsen-ogx-011,Headache,Neurologic,1092,105,9.6154,0,0.0
custirsen-ogx-011,Heart Failure,Cardiovascular,1092,5,0.4579,5,0.4579
custirsen-ogx-011,Hematuria,Genitourinary,1092,100,9.1575,1,0.0916
custirsen-ogx-011,Hemorrhagic Shock,Hematologic,1092,1,0.0916,1,0.0916
custirsen-ogx-011,Hepatic Failure,Gastrointestinal,1092,3,0.2747,3,0.2747
custirsen-ogx-011,Herpes Zoster,Infection,1092,5,0.4579,0,0.0
custirsen-ogx-011,Hydrocephalous,Neurologic,1092,1,0.0916,1,0.0916
custirsen-ogx-011,Hydronephrosis,Genitourinary,1092,6,0.5495,0,0.0
custirsen-ogx-011,Hyperbilirubinemia,Gastrointestinal,1092,2,0.1832,0,0.0
custirsen-ogx-011,Hypercalcemia,Metabolic,1092,4,0.3663,0,0.0
custirsen-ogx-011,Hyperglycemia,Metabolic,1092,12,1.0989,2,0.1832
custirsen-ogx-011,Hyperhidrosis,General,1092,29,2.6557,0,0.0
custirsen-ogx-011,Hyperkalemia,Metabolic,1092,16,1.4652,0,0.0
custirsen-ogx-011,Hypertension,Cardiovascular,1092,51,4.6703,0,0.0
custirsen-ogx-011,Hyperthyroidism,Metabolic,1092,1,0.0916,0,0.0
custirsen-ogx-011,Hyperuricemia,Metabolic,1092,1,0.0916,1,0.0916
custirsen-ogx-011,Hypoalbuminemia,Metabolic,1092,15,1.3736,0,0.0
custirsen-ogx-011,Hypocalcemia,Metabolic,1092,47,4.304,4,0.3663
custirsen-ogx-011,Hypoglycemia,Metabolic,1092,6,0.5495,1,0.0916
custirsen-ogx-011,Hypokalemia,Metabolic,1092,78,7.1429,11,1.0073
custirsen-ogx-011,Hyponatremia,Metabolic,1092,46,4.2125,27,2.4725
custirsen-ogx-011,Hypophosphatemia,Metabolic,1092,33,3.022,5,0.4579
custirsen-ogx-011,Hypotension,Cardiovascular,1092,90,8.2418,3,0.2747
custirsen-ogx-011,Hypovolaemic Shock,General,1092,2,0.1832,2,0.1832
custirsen-ogx-011,Hypovolemia,General,1092,1,0.0916,0,0.0
custirsen-ogx-011,Hypoxia,Respiratory,1092,8,0.7326,4,0.3663
custirsen-ogx-011,Hypoxic encephalopathy,Neurologic,1092,1,0.0916,0,0.0
custirsen-ogx-011,Ileus,Gastrointestinal,1092,1,0.0916,0,0.0
custirsen-ogx-011,Infection,Infection,1092,2,0.1832,0,0.0
custirsen-ogx-011,Inflammatory response,Inflammatory,1092,1,0.0916,1,0.0916
custirsen-ogx-011,Infusion Reaction,Procedure related,1092,11,1.0073,1,0.0916
custirsen-ogx-011,Inguinal hernia,Other,1092,1,0.0916,0,0.0
custirsen-ogx-011,Injection site reaction,Procedure related,1092,5,0.4579,1,0.0916
custirsen-ogx-011,Insomnia,General,1092,84,7.6923,0,0.0
custirsen-ogx-011,Interstitial lung disease,Respiratory,1092,6,0.5495,1,0.0916
custirsen-ogx-011,Iron overload,Metabolic,1092,1,0.0916,0,0.0
custirsen-ogx-011,Lacrimation increased,Ocular,1092,55,5.0366,0,0.0
custirsen-ogx-011,Leiomyosarcoma,Other,1092,1,0.0916,0,0.0
custirsen-ogx-011,Leukocytosis,Hematologic,1092,1,0.0916,0,0.0
custirsen-ogx-011,Leukopenia,Hematologic,1092,103,9.4322,29,2.6557
custirsen-ogx-011,Lipase increased,Gastrointestinal,1092,2,0.1832,2,0.1832
custirsen-ogx-011,Lower Respiratory Tract Infection or symptoms,Respiratory,1092,88,8.0586,24,2.1978
custirsen-ogx-011,Lung abscess,Respiratory,1092,1,0.0916,0,0.0
custirsen-ogx-011,Lymphadenitis,Inflammatory,1092,1,0.0916,0,0.0
custirsen-ogx-011,Lymphopenia,Hematologic,1092,115,10.5311,65,5.9524
custirsen-ogx-011,Malaise,General,1092,10,0.9158,0,0.0
custirsen-ogx-011,Mastoiditis,Infection,1092,1,0.0916,0,0.0
custirsen-ogx-011,Meningitis,Neurologic,1092,1,0.0916,1,0.0916
custirsen-ogx-011,Mesenteric Vein Thrombosis,Cardiovascular,1092,2,0.1832,1,0.0916
custirsen-ogx-011,Metastases to meninges,Other,1092,1,0.0916,0,0.0
custirsen-ogx-011,Metastases to spine,Other,1092,1,0.0916,0,0.0
custirsen-ogx-011,Mortality,Mortality,1092,1,0.0916,1,0.0916
custirsen-ogx-011,Mucositis,Gastrointestinal,1092,113,10.348,0,0.0
custirsen-ogx-011,Multi-organ failure,General,1092,2,0.1832,2,0.1832
custirsen-ogx-011,Muscular Weakness,Musculoskeletal,1092,17,1.5568,0,0.0
custirsen-ogx-011,Musculoskeletal disorser,Musculoskeletal,1092,563,51.5568,0,0.0
custirsen-ogx-011,Myasthenia gravis,Neurologic,1092,1,0.0916,0,0.0
custirsen-ogx-011,Myocardial Infarction,Cardiovascular,1092,3,0.2747,3,0.2747
custirsen-ogx-011,Nail disorder,Mucocutaneous,1092,77,7.0513,0,0.0
custirsen-ogx-011,Nausea And Vomiting,Gastrointestinal,1092,432,39.5604,0,0.0
custirsen-ogx-011,Nephrolithiasis,Genitourinary,1092,2,0.1832,0,0.0
custirsen-ogx-011,Neuropathy,Neurologic,1092,221,20.2381,5,0.4579
custirsen-ogx-011,Neutropenia,Hematologic,1092,370,33.8828,244,22.3443
custirsen-ogx-011,Neutropenic Fever,Hematologic,1092,84,7.6923,16,1.4652
custirsen-ogx-011,Nocturia,Genitourinary,1092,5,0.4579,0,0.0
custirsen-ogx-011,Oliguria,Renal,1092,1,0.0916,0,0.0
custirsen-ogx-011,Oropharyngeal pain,Other,1092,34,3.1136,0,0.0
custirsen-ogx-011,Osteoarthritis,Musculoskeletal,1092,1,0.0916,0,0.0
custirsen-ogx-011,Osteomyelitis,Infection,1092,2,0.1832,0,0.0
custirsen-ogx-011,Osteonecrosis,Musculoskeletal,1092,7,0.641,0,0.0
custirsen-ogx-011,Otitis externa,Infection,1092,1,0.0916,0,0.0
custirsen-ogx-011,Pain,General,1092,108,9.8901,0,0.0
custirsen-ogx-011,Palmar-plantar erythrodysesthesia syndrom,Mucocutaneous,1092,14,1.2821,0,0.0
custirsen-ogx-011,Palpitation,Cardiovascular,1092,10,0.9158,0,0.0
custirsen-ogx-011,Pancreatitis,Gastrointestinal,1092,4,0.3663,2,0.1832
custirsen-ogx-011,Paraparesis,Neurologic,1092,1,0.0916,0,0.0
custirsen-ogx-011,Paraplegia,Neurologic,1092,1,0.0916,1,0.0916
custirsen-ogx-011,Paresthesia,Neurologic,1092,55,5.0366,0,0.0
custirsen-ogx-011,Peptic Ulcer Disease,Gastrointestinal,1092,73,6.685,0,0.0
custirsen-ogx-011,Pleural Effusion,Respiratory,1092,17,1.5568,7,0.641
custirsen-ogx-011,Pleurisy,Respiratory,1092,1,0.0916,0,0.0
custirsen-ogx-011,Pneumatosis,Respiratory,1092,1,0.0916,1,0.0916
custirsen-ogx-011,Pneumonia,Respiratory,1092,55,5.0366,5,0.4579
custirsen-ogx-011,Pneumonitis,Respiratory,1092,3,0.2747,0,0.0
custirsen-ogx-011,Postoperative Wound Infection,Other,1092,1,0.0916,0,0.0
custirsen-ogx-011,Procedure related,Procedure related,1092,1,0.0916,0,0.0
custirsen-ogx-011,Prostatitis,Genitourinary,1092,1,0.0916,0,0.0
custirsen-ogx-011,Proteinuria,Renal,1092,6,0.5495,0,0.0
custirsen-ogx-011,Psoriasis,Mucocutaneous,1092,2,0.1832,0,0.0
custirsen-ogx-011,Pulmonary Edema,Respiratory,1092,5,0.4579,2,0.1832
custirsen-ogx-011,Pulmonary Embolism,Cardiovascular,1092,37,3.3883,33,3.022
custirsen-ogx-011,Rash,Mucocutaneous,1092,113,10.348,0,0.0
custirsen-ogx-011,Renal Injury,Renal,1092,71,6.5018,0,0.0
custirsen-ogx-011,Renal failure,Renal,1092,6,0.5495,6,0.5495
custirsen-ogx-011,Respiratory Failure,Respiratory,1092,5,0.4579,5,0.4579
custirsen-ogx-011,Retinal Detachment,Ocular,1092,1,0.0916,1,0.0916
custirsen-ogx-011,Sepsis,Infection,1092,42,3.8462,28,2.5641
custirsen-ogx-011,Septic Emboli,Infection,1092,1,0.0916,0,0.0
custirsen-ogx-011,Skin infection,Infection,1092,15,1.3736,0,0.0
custirsen-ogx-011,Spinal Cord Compression,Neurologic,1092,4,0.3663,4,0.3663
custirsen-ogx-011,Stomatitis,Gastrointestinal,1092,5,0.4579,1,0.0916
custirsen-ogx-011,Subdural hematoma,Neurologic,1092,2,0.1832,2,0.1832
custirsen-ogx-011,Suicide,Psychiatric,1092,1,0.0916,1,0.0916
custirsen-ogx-011,Syncope,Neurologic,1092,34,3.1136,2,0.1832
custirsen-ogx-011,Tachycardia,Cardiovascular,1092,9,0.8242,0,0.0
custirsen-ogx-011,Thrombocytopenia,Hematologic,1092,156,14.2857,33,3.022
custirsen-ogx-011,Thrombosis,Cardiovascular,1092,5,0.4579,2,0.1832
custirsen-ogx-011,Transaminase Increase,Gastrointestinal,1092,99,9.0659,8,0.7326
custirsen-ogx-011,Transient Ischaemic Attack,Neurologic,1092,1,0.0916,0,0.0
custirsen-ogx-011,Troponin increase,Cardiovascular,1092,1,0.0916,1,0.0916
custirsen-ogx-011,Upper Respiratory Tract Infection or symptoms,Respiratory,1092,175,16.0256,0,0.0
custirsen-ogx-011,Ureteric obstruction,Genitourinary,1092,6,0.5495,0,0.0
custirsen-ogx-011,Urinary Incontinence,Genitourinary,1092,22,2.0147,0,0.0
custirsen-ogx-011,Urinary Retention,Genitourinary,1092,41,3.7546,0,0.0
custirsen-ogx-011,Urinary Tract Infection,Genitourinary,1092,112,10.2564,1,0.0916
custirsen-ogx-011,Urosepsis,Genitourinary,1092,4,0.3663,3,0.2747
custirsen-ogx-011,Urticaria,Mucocutaneous,1092,3,0.2747,0,0.0
custirsen-ogx-011,Vertigo,Neurologic,1092,10,0.9158,0,0.0
custirsen-ogx-011,Weight Increased,General,1092,9,0.8242,0,0.0
danvatirsen,Anemia,Hematologic,140,14,10.0,1,0.7143
danvatirsen,Anorexia,General,140,4,2.8571,0,0.0
danvatirsen,Cellulitis,Infection,140,2,1.4286,0,0.0
danvatirsen,Constipation,Gastrointestinal,140,3,2.1429,0,0.0
danvatirsen,Dehydration,Other,140,2,1.4286,0,0.0
danvatirsen,Diarrhoea,Gastrointestinal,140,9,6.4286,0,0.0
danvatirsen,Dry Skin,Mucocutaneous,140,1,0.7143,0,0.0
danvatirsen,Dysphagia,Neurologic,140,4,2.8571,1,0.7143
danvatirsen,Edema,General,140,7,5.0,0,0.0
danvatirsen,Epistaxis,Hematologic,140,4,2.8571,0,0.0
danvatirsen,Fall,Neurologic,140,2,1.4286,0,0.0
danvatirsen,Fatigue,General,140,37,26.4286,0,0.0
danvatirsen,Fever,General,140,5,3.5714,0,0.0
danvatirsen,GI symptoms,Gastrointestinal,140,3,2.1429,0,0.0
danvatirsen,Gastroesophageal Reflux Disease,Gastrointestinal,140,2,1.4286,0,0.0
danvatirsen,Haptoglobin increased,Inflammatory,140,2,1.4286,0,0.0
danvatirsen,Headache,Neurologic,140,2,1.4286,0,0.0
danvatirsen,Hematuria,Genitourinary,140,2,1.4286,0,0.0
danvatirsen,Hyperbilirubinemia,Gastrointestinal,140,9,6.4286,1,0.7143
danvatirsen,Hypercalcemia,Metabolic,140,4,2.8571,1,0.7143
danvatirsen,Hypoalbuminemia,Metabolic,140,3,2.1429,1,0.7143
danvatirsen,Hypokalemia,Metabolic,140,8,5.7143,2,1.4286
danvatirsen,Hypomagnesemia,Metabolic,140,5,3.5714,0,0.0
danvatirsen,Hyponatremia,Metabolic,140,4,2.8571,1,0.7143
danvatirsen,Hypotension,Cardiovascular,140,3,2.1429,0,0.0
danvatirsen,Hypoxia,Respiratory,140,3,2.1429,1,0.7143
danvatirsen,Injection site reaction,Procedure related,140,5,3.5714,0,0.0
danvatirsen,LDH increase,Inflammatory,140,1,0.7143,0,0.0
danvatirsen,Lower Respiratory Tract Infection or symptoms,Respiratory,140,11,7.8571,0,0.0
danvatirsen,Mucositis,Gastrointestinal,140,2,1.4286,0,0.0
danvatirsen,Musculoskeletal disorser,Musculoskeletal,140,5,3.5714,0,0.0
danvatirsen,Nausea And Vomiting,Gastrointestinal,140,20,14.2857,0,0.0
danvatirsen,Neutropenia,Hematologic,140,22,15.7143,10,7.1429
danvatirsen,Paresthesia,Neurologic,140,2,1.4286,0,0.0
danvatirsen,Rash,Mucocutaneous,140,6,4.2857,0,0.0
danvatirsen,Renal Injury,Renal,140,7,5.0,0,0.0
danvatirsen,Thrombocytopenia,Hematologic,140,48,34.2857,14,10.0
danvatirsen,Transaminase Increase,Gastrointestinal,140,50,35.7143,5,3.5714
danvatirsen,Upper Respiratory Tract Infection or symptoms,Respiratory,140,7,5.0,0,0.0
danvatirsen,Urinary Tract Infection,Genitourinary,140,3,2.1429,0,0.0
dgat2rx-isis-484137,Cardiac Arrest,Cardiovascular,88,1,1.1364,1,1.1364
dgat2rx-isis-484137,Cerebrovascular Accident,Neurologic,88,1,1.1364,1,1.1364
dgat2rx-isis-484137,Deep Vein Thrombosis,Cardiovascular,88,1,1.1364,1,1.1364
dgat2rx-isis-484137,Diarrhoea,Gastrointestinal,88,6,6.8182,0,0.0
dgat2rx-isis-484137,Hypoglycemia,Metabolic,88,9,10.2273,0,0.0
dgat2rx-isis-484137,Injection site reaction,Procedure related,88,30,34.0909,0,0.0
dgat2rx-isis-484137,Metabolic disorder,Metabolic,88,1,1.1364,1,1.1364
dgat2rx-isis-484137,Musculoskeletal disorser,Musculoskeletal,88,0,0.0,0,0.0
dgat2rx-isis-484137,Pancreatitis,Gastrointestinal,88,1,1.1364,1,1.1364
dgat2rx-isis-484137,Pre Existing Condition Exacerbation,Other,88,1,1.1364,1,1.1364
dgat2rx-isis-484137,Pruritis,Mucocutaneous,88,12,13.6364,0,0.0
dgat2rx-isis-484137,Upper Respiratory Tract Infection or symptoms,Respiratory,88,0,0.0,0,0.0
donidalorsen,Anaphylaxis,Inflammatory,534,0,0.0,0,0.0
donidalorsen,Fatigue,General,534,14,2.6217,0,0.0
donidalorsen,GI symptoms,Gastrointestinal,534,24,4.4944,0,0.0
donidalorsen,Headache,Neurologic,534,12,2.2472,0,0.0
donidalorsen,Injection site reaction,Procedure related,534,75,14.0449,0,0.0
donidalorsen,Injury,Other,534,1,0.1873,0,0.0
donidalorsen,Musculoskeletal disorser,Musculoskeletal,534,7,1.3109,0,0.0
donidalorsen,Nausea And Vomiting,Gastrointestinal,534,16,2.9963,0,0.0
donidalorsen,Thrombocytopenia,Hematologic,534,0,0.0,0,0.0
donidalorsen,Transaminase Increase,Gastrointestinal,534,30,5.618,0,0.0
donidalorsen,Upper Respiratory Tract Infection or symptoms,Respiratory,534,97,18.1648,0,0.0
donidalorsen,Urinary Tract Infection,Genitourinary,534,19,3.5581,0,0.0
drisapersen,Alopecia,Mucocutaneous,334,2,0.5988,0,0.0
drisapersen,Anemia,Hematologic,334,2,0.5988,0,0.0
drisapersen,C3/4 decreased,Inflammatory,334,4,1.1976,0,0.0
drisapersen,CRP increase,Inflammatory,334,6,1.7964,0,0.0
drisapersen,Coagulation abnormalities,Hematologic,334,1,0.2994,1,0.2994
drisapersen,Diarrhoea,Gastrointestinal,334,36,10.7784,0,0.0
drisapersen,Dry Skin,Mucocutaneous,334,2,0.5988,0,0.0
drisapersen,Epistaxis,Hematologic,334,17,5.0898,0,0.0
drisapersen,Fall,Neurologic,334,41,12.2754,0,0.0
drisapersen,Fever,General,334,76,22.7545,0,0.0
drisapersen,Flu-like,General,334,2,0.5988,0,0.0
drisapersen,GI symptoms,Gastrointestinal,334,21,6.2874,0,0.0
drisapersen,Gastroenteritis,Gastrointestinal,334,24,7.1856,0,0.0
drisapersen,Glomerulonephritis,Renal,334,1,0.2994,1,0.2994
drisapersen,Haptoglobin increased,Inflammatory,334,3,0.8982,0,0.0
drisapersen,Headache,Neurologic,334,52,15.5689,0,0.0
drisapersen,Hematuria,Genitourinary,334,47,14.0719,0,0.0
drisapersen,Hepatomegaly,Gastrointestinal,334,1,0.2994,0,0.0
drisapersen,Inflammatory response,Inflammatory,334,28,8.3832,0,0.0
drisapersen,Injection site reaction,Procedure related,334,233,69.7605,0,0.0
drisapersen,Leukopenia,Hematologic,334,2,0.5988,2,0.5988
drisapersen,Microglubulin in urine,Renal,334,23,6.8862,0,0.0
drisapersen,Musculoskeletal disorser,Musculoskeletal,334,4,1.1976,0,0.0
drisapersen,Nausea And Vomiting,Gastrointestinal,334,44,13.1737,0,0.0
drisapersen,Pain,General,334,3,0.8982,0,0.0
drisapersen,Proteinuria,Renal,334,125,37.4251,0,0.0
drisapersen,Rash,Mucocutaneous,334,2,0.5988,0,0.0
drisapersen,Renal Injury,Renal,334,81,24.2515,0,0.0
drisapersen,Thrombocytopenia,Hematologic,334,5,1.497,0,0.0
drisapersen,Transaminase Increase,Gastrointestinal,334,23,6.8862,6,1.7964
drisapersen,Troponin increase,Cardiovascular,334,2,0.5988,2,0.5988
drisapersen,Upper Respiratory Tract Infection or symptoms,Respiratory,334,6,1.7964,0,0.0
drisapersen,Urinary Casts,Renal,334,4,1.1976,0,0.0
ds-5141b-renadirsen,No AE,No AE,8,0,0.0,0,0.0
eluforsen-qr-010,Diarrhoea,Gastrointestinal,70,6,8.5714,0,0.0
eluforsen-qr-010,Epistaxis,Hematologic,70,8,11.4286,0,0.0
eluforsen-qr-010,Fatigue,General,70,15,21.4286,0,0.0
eluforsen-qr-010,Fever,General,70,15,21.4286,0,0.0
eluforsen-qr-010,Headache,Neurologic,70,1,1.4286,0,0.0
eluforsen-qr-010,Increase sputum,Respiratory,70,11,15.7143,0,0.0
eluforsen-qr-010,Infection,Infection,70,1,1.4286,1,1.4286
eluforsen-qr-010,Musculoskeletal disorser,Musculoskeletal,70,8,11.4286,0,0.0
eluforsen-qr-010,Nausea And Vomiting,Gastrointestinal,70,11,15.7143,0,0.0
eluforsen-qr-010,Oral candidiasis,Mucocutaneous,70,6,8.5714,0,0.0
eluforsen-qr-010,Oropharyngeal Pain,Other,70,6,8.5714,0,0.0
eluforsen-qr-010,Respiratory Failure,Respiratory,70,19,27.1429,0,0.0
eluforsen-qr-010,Upper Respiratory Tract Infection or symptoms,Respiratory,70,19,27.1429,0,0.0
eplontersen-wainua,Anemia,Hematologic,475,1,0.2105,0,0.0
eplontersen-wainua,Angina Pectoris,Cardiovascular,475,6,1.2632,0,0.0
eplontersen-wainua,Anorexia,General,475,3,0.6316,0,0.0
eplontersen-wainua,Arrhythmias,Cardiovascular,475,6,1.2632,5,1.0526
eplontersen-wainua,Atrial fibrilation/flutter,Cardiovascular,475,5,1.0526,0,0.0
eplontersen-wainua,Blindness,Ocular,475,1,0.2105,1,0.2105
eplontersen-wainua,CPK increase,Metabolic,475,4,0.8421,0,0.0
eplontersen-wainua,Cataract,Ocular,475,13,2.7368,0,0.0
eplontersen-wainua,Cerebral hemorrhage,Neurologic,475,1,0.2105,1,0.2105
eplontersen-wainua,Cerebrovascular Accident,Neurologic,475,4,0.8421,4,0.8421
eplontersen-wainua,Constipation,Gastrointestinal,475,3,0.6316,0,0.0
eplontersen-wainua,Diarrhoea,Gastrointestinal,475,17,3.5789,0,0.0
eplontersen-wainua,Diverticulitis,Gastrointestinal,475,1,0.2105,0,0.0
eplontersen-wainua,Dry Mouth,Mucocutaneous,475,8,1.6842,0,0.0
eplontersen-wainua,Edema,General,475,9,1.8947,0,0.0
eplontersen-wainua,Eosinophilia,Hematologic,475,8,1.6842,0,0.0
eplontersen-wainua,Fall,Neurologic,475,3,0.6316,3,0.6316
eplontersen-wainua,Fatigue,General,475,13,2.7368,0,0.0
eplontersen-wainua,Flu-like,General,475,15,3.1579,0,0.0
eplontersen-wainua,Fracture,Musculoskeletal,475,1,0.2105,1,0.2105
eplontersen-wainua,GI Bleeding,Gastrointestinal,475,1,0.2105,1,0.2105
eplontersen-wainua,GI symptoms,Gastrointestinal,475,8,1.6842,0,0.0
eplontersen-wainua,Gait Disturbance,Neurologic,475,3,0.6316,0,0.0
eplontersen-wainua,Glaucoma,Ocular,475,4,0.8421,4,0.8421
eplontersen-wainua,Gout,Metabolic,475,1,0.2105,0,0.0
eplontersen-wainua,Haemorrhage,Hematologic,475,3,0.6316,3,0.6316
eplontersen-wainua,Head injury,Neurologic,475,1,0.2105,1,0.2105
eplontersen-wainua,Headache,Neurologic,475,4,0.8421,0,0.0
eplontersen-wainua,Heart Failure,Cardiovascular,475,5,1.0526,5,1.0526
eplontersen-wainua,Hematologic abnormality,Hematologic,475,6,1.2632,6,1.2632
eplontersen-wainua,Hyperhidrosis,General,475,2,0.4211,0,0.0
eplontersen-wainua,Hypertension,Cardiovascular,475,7,1.4737,0,0.0
eplontersen-wainua,Hypokalemia,Metabolic,475,1,0.2105,0,0.0
eplontersen-wainua,Hypotension,Cardiovascular,475,2,0.4211,0,0.0
eplontersen-wainua,Infection,Infection,475,24,5.0526,0,0.0
eplontersen-wainua,Injection site reaction,Procedure related,475,24,5.0526,0,0.0
eplontersen-wainua,Irritability,General,475,1,0.2105,0,0.0
eplontersen-wainua,Lower Respiratory Tract Infection or symptoms,Respiratory,475,36,7.5789,21,4.4211
eplontersen-wainua,Lung Neoplasm,Other,475,1,0.2105,1,0.2105
eplontersen-wainua,Mortality,Mortality,475,17,3.5789,17,3.5789
eplontersen-wainua,Musculoskeletal disorser,Musculoskeletal,475,13,2.7368,0,0.0
eplontersen-wainua,Myocardial Infarction,Cardiovascular,475,1,0.2105,1,0.2105
eplontersen-wainua,Nausea And Vomiting,Gastrointestinal,475,9,1.8947,0,0.0
